,id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home,Geoid
928,1500000US530330286001,"Block Group 1, Census Tract 286, King County, Washington",603,538,7,0,0,0,7,0,0,17,16,0,0,25,530330286001
929,1500000US530330286002,"Block Group 2, Census Tract 286, King County, Washington",333,304,14,14,0,0,0,0,0,0,0,0,0,15,530330286002
930,1500000US530330286003,"Block Group 3, Census Tract 286, King County, Washington",473,359,57,16,0,0,41,0,0,0,0,0,37,20,530330286003
931,1500000US530330286004,"Block Group 4, Census Tract 286, King County, Washington",510,440,34,34,0,0,0,0,0,0,0,0,0,36,530330286004
932,1500000US530330286005,"Block Group 5, Census Tract 286, King County, Washington",554,471,70,70,0,0,0,0,0,0,0,13,0,0,530330286005
933,1500000US530330286006,"Block Group 6, Census Tract 286, King County, Washington",651,579,43,43,0,0,0,0,0,0,0,15,0,14,530330286006
934,1500000US530330287001,"Block Group 1, Census Tract 287, King County, Washington",577,496,7,0,0,7,0,0,0,4,0,13,15,42,530330287001
935,1500000US530330287002,"Block Group 2, Census Tract 287, King County, Washington",603,509,14,0,6,0,8,0,0,10,0,0,0,70,530330287002
936,1500000US530330287003,"Block Group 3, Census Tract 287, King County, Washington",1019,887,88,50,18,0,20,0,0,13,0,0,12,19,530330287003
937,1500000US530330287004,"Block Group 4, Census Tract 287, King County, Washington",570,479,54,18,28,0,8,0,0,0,0,0,0,37,530330287004
938,1500000US530330288011,"Block Group 1, Census Tract 288.01, King County, Washington",495,405,73,26,0,0,47,0,0,0,0,0,4,13,530330288011
939,1500000US530330288012,"Block Group 2, Census Tract 288.01, King County, Washington",652,540,75,59,16,0,0,0,0,0,0,3,0,34,530330288012
940,1500000US530330288013,"Block Group 3, Census Tract 288.01, King County, Washington",97,64,33,26,7,0,0,0,0,0,0,0,0,0,530330288013
941,1500000US530330288021,"Block Group 1, Census Tract 288.02, King County, Washington",1042,871,159,71,51,0,37,0,0,0,0,12,0,0,530330288021
942,1500000US530330288022,"Block Group 2, Census Tract 288.02, King County, Washington",718,579,66,25,41,0,0,0,0,0,0,44,0,29,530330288022
943,1500000US530330288023,"Block Group 3, Census Tract 288.02, King County, Washington",336,336,0,0,0,0,0,0,0,0,0,0,0,0,530330288023
944,1500000US530330288024,"Block Group 4, Census Tract 288.02, King County, Washington",1397,1082,242,117,94,0,31,0,0,0,12,49,0,12,530330288024
945,1500000US530330289011,"Block Group 1, Census Tract 289.01, King County, Washington",564,503,10,10,0,0,0,0,0,23,0,0,0,28,530330289011
946,1500000US530330289012,"Block Group 2, Census Tract 289.01, King County, Washington",152,152,0,0,0,0,0,0,0,0,0,0,0,0,530330289012
947,1500000US530330289013,"Block Group 3, Census Tract 289.01, King County, Washington",653,554,50,22,23,0,5,0,0,0,11,0,0,38,530330289013
948,1500000US530330289014,"Block Group 4, Census Tract 289.01, King County, Washington",462,410,33,33,0,0,0,0,0,0,0,7,0,12,530330289014
949,1500000US530330289021,"Block Group 1, Census Tract 289.02, King County, Washington",285,243,42,42,0,0,0,0,0,0,0,0,0,0,530330289021
950,1500000US530330289022,"Block Group 2, Census Tract 289.02, King County, Washington",739,565,40,19,0,0,21,0,0,0,17,25,0,92,530330289022
951,1500000US530330289023,"Block Group 3, Census Tract 289.02, King County, Washington",664,484,12,12,0,0,0,0,0,0,0,0,0,168,530330289023
952,1500000US530330289024,"Block Group 4, Census Tract 289.02, King County, Washington",1112,889,170,130,15,0,25,0,0,0,0,16,0,37,530330289024
953,1500000US530330289025,"Block Group 5, Census Tract 289.02, King County, Washington",765,605,64,41,23,0,0,0,0,0,0,0,0,96,530330289025
954,1500000US530330290011,"Block Group 1, Census Tract 290.01, King County, Washington",421,348,31,0,19,0,12,0,0,0,0,9,0,33,530330290011
955,1500000US530330290012,"Block Group 2, Census Tract 290.01, King County, Washington",552,462,40,34,0,0,6,0,0,0,0,13,0,37,530330290012
956,1500000US530330290013,"Block Group 3, Census Tract 290.01, King County, Washington",340,310,5,5,0,0,0,0,0,0,0,0,8,17,530330290013
957,1500000US530330290014,"Block Group 4, Census Tract 290.01, King County, Washington",841,778,36,15,17,0,4,0,0,0,0,0,0,27,530330290014
958,1500000US530330290031,"Block Group 1, Census Tract 290.03, King County, Washington",414,370,44,44,0,0,0,0,0,0,0,0,0,0,530330290031
959,1500000US530330290032,"Block Group 2, Census Tract 290.03, King County, Washington",841,829,0,0,0,0,0,0,0,0,0,0,0,12,530330290032
960,1500000US530330290033,"Block Group 3, Census Tract 290.03, King County, Washington",928,892,36,11,25,0,0,0,0,0,0,0,0,0,530330290033
961,1500000US530330290034,"Block Group 4, Census Tract 290.03, King County, Washington",414,414,0,0,0,0,0,0,0,0,0,0,0,0,530330290034
962,1500000US530330290035,"Block Group 5, Census Tract 290.03, King County, Washington",318,299,0,0,0,0,0,0,0,0,0,0,11,8,530330290035
963,1500000US530330290041,"Block Group 1, Census Tract 290.04, King County, Washington",986,723,180,141,20,7,12,0,0,31,10,20,0,22,530330290041
964,1500000US530330290042,"Block Group 2, Census Tract 290.04, King County, Washington",668,564,60,60,0,0,0,0,7,0,0,37,0,0,530330290042
965,1500000US530330291011,"Block Group 1, Census Tract 291.01, King County, Washington",753,722,16,9,7,0,0,0,0,0,0,0,0,15,530330291011
966,1500000US530330291012,"Block Group 2, Census Tract 291.01, King County, Washington",922,739,112,65,0,9,38,0,0,9,0,9,0,53,530330291012
967,1500000US530330291021,"Block Group 1, Census Tract 291.02, King County, Washington",758,670,77,66,0,11,0,0,0,0,0,0,0,11,530330291021
968,1500000US530330291022,"Block Group 2, Census Tract 291.02, King County, Washington",952,797,111,92,19,0,0,0,0,0,0,0,0,44,530330291022
969,1500000US530330291023,"Block Group 3, Census Tract 291.02, King County, Washington",855,715,43,43,0,0,0,0,0,0,47,13,9,28,530330291023
970,1500000US530330292031,"Block Group 1, Census Tract 292.03, King County, Washington",887,721,136,73,0,63,0,0,0,0,0,30,0,0,530330292031
971,1500000US530330292032,"Block Group 2, Census Tract 292.03, King County, Washington",655,502,115,85,0,30,0,0,0,0,0,29,0,9,530330292032
972,1500000US530330292041,"Block Group 1, Census Tract 292.04, King County, Washington",1417,1094,224,224,0,0,0,0,0,0,0,0,0,99,530330292041
973,1500000US530330292042,"Block Group 2, Census Tract 292.04, King County, Washington",1181,1014,45,17,0,28,0,0,0,0,0,0,0,122,530330292042
974,1500000US530330292043,"Block Group 3, Census Tract 292.04, King County, Washington",467,438,0,0,0,0,0,0,0,0,0,0,13,16,530330292043
975,1500000US530330292044,"Block Group 4, Census Tract 292.04, King County, Washington",1040,724,175,52,0,123,0,0,0,16,0,111,0,14,530330292044
976,1500000US530330292051,"Block Group 1, Census Tract 292.05, King County, Washington",1240,1074,58,51,7,0,0,0,0,0,0,26,22,60,530330292051
977,1500000US530330292052,"Block Group 2, Census Tract 292.05, King County, Washington",855,693,128,78,0,50,0,0,0,0,0,34,0,0,530330292052
978,1500000US530330292053,"Block Group 3, Census Tract 292.05, King County, Washington",876,711,130,117,0,13,0,0,0,0,0,0,0,35,530330292053
979,1500000US530330292061,"Block Group 1, Census Tract 292.06, King County, Washington",136,136,0,0,0,0,0,0,0,0,0,0,0,0,530330292061
980,1500000US530330292062,"Block Group 2, Census Tract 292.06, King County, Washington",726,654,62,51,0,11,0,0,0,0,0,0,10,0,530330292062
981,1500000US530330292063,"Block Group 3, Census Tract 292.06, King County, Washington",1057,796,182,128,46,8,0,0,28,0,0,35,0,16,530330292063
982,1500000US530330293031,"Block Group 1, Census Tract 293.03, King County, Washington",395,363,13,13,0,0,0,0,0,0,0,0,0,19,530330293031
983,1500000US530330293032,"Block Group 2, Census Tract 293.03, King County, Washington",552,399,15,15,0,0,0,0,0,0,0,0,16,122,530330293032
984,1500000US530330293033,"Block Group 3, Census Tract 293.03, King County, Washington",1352,1093,117,97,0,20,0,0,0,0,10,62,15,55,530330293033
985,1500000US530330293034,"Block Group 4, Census Tract 293.03, King County, Washington",505,499,6,6,0,0,0,0,0,0,0,0,0,0,530330293034
986,1500000US530330293035,"Block Group 5, Census Tract 293.03, King County, Washington",1003,708,180,146,0,34,0,0,61,0,0,0,0,54,530330293035
987,1500000US530330293041,"Block Group 1, Census Tract 293.04, King County, Washington",580,559,18,6,6,6,0,0,0,0,0,0,0,3,530330293041
988,1500000US530330293042,"Block Group 2, Census Tract 293.04, King County, Washington",743,693,8,8,0,0,0,0,0,0,0,0,0,42,530330293042
989,1500000US530330293043,"Block Group 3, Census Tract 293.04, King County, Washington",916,869,47,15,0,32,0,0,0,0,0,0,0,0,530330293043
990,1500000US530330293044,"Block Group 4, Census Tract 293.04, King County, Washington",521,448,28,20,0,8,0,0,0,0,0,0,0,45,530330293044
991,1500000US530330293051,"Block Group 1, Census Tract 293.05, King County, Washington",696,584,71,32,0,39,0,0,0,0,0,9,9,23,530330293051
992,1500000US530330293052,"Block Group 2, Census Tract 293.05, King County, Washington",349,284,44,44,0,0,0,0,0,10,0,0,0,11,530330293052
993,1500000US530330293053,"Block Group 3, Census Tract 293.05, King County, Washington",522,419,18,9,0,9,0,0,0,0,0,0,34,51,530330293053
994,1500000US530330293054,"Block Group 4, Census Tract 293.05, King County, Washington",522,513,9,9,0,0,0,0,0,0,0,0,0,0,530330293054
995,1500000US530330293061,"Block Group 1, Census Tract 293.06, King County, Washington",1175,1020,107,99,8,0,0,0,0,0,0,13,0,35,530330293061
996,1500000US530330293062,"Block Group 2, Census Tract 293.06, King County, Washington",886,833,20,20,0,0,0,0,0,0,0,9,0,24,530330293062
997,1500000US530330293071,"Block Group 1, Census Tract 293.07, King County, Washington",791,666,37,37,0,0,0,0,10,0,0,8,0,70,530330293071
998,1500000US530330293072,"Block Group 2, Census Tract 293.07, King County, Washington",797,657,26,16,0,10,0,0,0,0,0,34,17,63,530330293072
999,1500000US530330293073,"Block Group 3, Census Tract 293.07, King County, Washington",577,445,29,18,0,11,0,0,0,0,0,0,0,103,530330293073
1000,1500000US530330294031,"Block Group 1, Census Tract 294.03, King County, Washington",1206,1108,68,32,0,36,0,0,0,0,0,9,0,21,530330294031
1001,1500000US530330294032,"Block Group 2, Census Tract 294.03, King County, Washington",487,460,7,7,0,0,0,0,0,0,0,0,0,20,530330294032
1002,1500000US530330294033,"Block Group 3, Census Tract 294.03, King County, Washington",1303,1132,29,29,0,0,0,0,13,0,0,61,21,47,530330294033
1003,1500000US530330294051,"Block Group 1, Census Tract 294.05, King County, Washington",695,606,5,5,0,0,0,0,0,0,0,13,0,71,530330294051
1004,1500000US530330294052,"Block Group 2, Census Tract 294.05, King County, Washington",982,759,59,20,0,24,15,0,0,27,0,31,23,83,530330294052
1005,1500000US530330294053,"Block Group 3, Census Tract 294.05, King County, Washington",528,497,0,0,0,0,0,0,0,0,0,0,0,31,530330294053
1006,1500000US530330294054,"Block Group 4, Census Tract 294.05, King County, Washington",364,332,26,20,0,6,0,0,0,0,0,0,0,6,530330294054
1007,1500000US530330294055,"Block Group 5, Census Tract 294.05, King County, Washington",559,472,39,22,9,8,0,0,0,0,0,0,0,48,530330294055
1008,1500000US530330294061,"Block Group 1, Census Tract 294.06, King County, Washington",1037,882,91,37,0,41,13,0,0,0,0,8,0,56,530330294061
1009,1500000US530330294062,"Block Group 2, Census Tract 294.06, King County, Washington",1661,1476,46,35,0,11,0,0,0,0,0,0,59,80,530330294062
1010,1500000US530330294071,"Block Group 1, Census Tract 294.07, King County, Washington",859,661,161,124,0,28,9,0,0,0,7,14,0,16,530330294071
1011,1500000US530330294072,"Block Group 2, Census Tract 294.07, King County, Washington",831,724,27,10,0,17,0,0,0,0,0,17,9,54,530330294072
1012,1500000US530330294073,"Block Group 3, Census Tract 294.07, King County, Washington",431,387,34,18,0,16,0,0,0,0,0,0,0,10,530330294073
1013,1500000US530330294081,"Block Group 1, Census Tract 294.08, King County, Washington",607,543,23,23,0,0,0,0,0,0,20,0,0,21,530330294081
1014,1500000US530330294082,"Block Group 2, Census Tract 294.08, King County, Washington",710,586,75,75,0,0,0,0,11,0,0,3,8,27,530330294082
1015,1500000US530330294083,"Block Group 3, Census Tract 294.08, King County, Washington",943,756,129,118,0,11,0,0,34,10,0,0,0,14,530330294083
1016,1500000US530330295021,"Block Group 1, Census Tract 295.02, King County, Washington",1465,1253,157,122,0,35,0,0,0,0,0,0,0,55,530330295021
1017,1500000US530330295022,"Block Group 2, Census Tract 295.02, King County, Washington",709,626,29,15,0,14,0,0,0,0,0,0,0,54,530330295022
1018,1500000US530330295023,"Block Group 3, Census Tract 295.02, King County, Washington",817,676,85,39,0,46,0,0,0,0,0,0,19,37,530330295023
1019,1500000US530330295024,"Block Group 4, Census Tract 295.02, King County, Washington",871,811,30,0,0,30,0,0,0,0,0,0,12,18,530330295024
1020,1500000US530330295031,"Block Group 1, Census Tract 295.03, King County, Washington",700,510,113,66,0,47,0,0,0,0,31,0,0,46,530330295031
1021,1500000US530330295032,"Block Group 2, Census Tract 295.03, King County, Washington",1137,1080,57,41,16,0,0,0,0,0,0,0,0,0,530330295032
1022,1500000US530330295033,"Block Group 3, Census Tract 295.03, King County, Washington",955,624,235,235,0,0,0,0,0,0,0,16,16,64,530330295033
1023,1500000US530330295034,"Block Group 4, Census Tract 295.03, King County, Washington",507,371,88,88,0,0,0,0,0,0,0,0,0,48,530330295034
1024,1500000US530330295035,"Block Group 5, Census Tract 295.03, King County, Washington",1227,1021,189,143,0,46,0,0,0,0,0,0,17,0,530330295035
1025,1500000US530330295041,"Block Group 1, Census Tract 295.04, King County, Washington",587,507,9,9,0,0,0,0,0,0,0,49,0,22,530330295041
1026,1500000US530330295042,"Block Group 2, Census Tract 295.04, King County, Washington",987,865,85,73,0,12,0,0,0,0,0,0,0,37,530330295042
1027,1500000US530330295043,"Block Group 3, Census Tract 295.04, King County, Washington",1085,1020,27,20,0,7,0,0,0,13,0,0,0,25,530330295043
1028,1500000US530330296011,"Block Group 1, Census Tract 296.01, King County, Washington",939,804,100,29,35,36,0,0,0,0,0,35,0,0,530330296011
1029,1500000US530330296012,"Block Group 2, Census Tract 296.01, King County, Washington",597,432,93,0,0,43,50,0,0,14,0,0,24,34,530330296012
1030,1500000US530330296013,"Block Group 3, Census Tract 296.01, King County, Washington",615,432,48,0,0,48,0,0,0,0,0,34,0,101,530330296013
1031,1500000US530330296014,"Block Group 4, Census Tract 296.01, King County, Washington",584,447,109,109,0,0,0,0,0,0,0,0,28,0,530330296014
1032,1500000US530330296015,"Block Group 5, Census Tract 296.01, King County, Washington",726,679,10,10,0,0,0,0,0,0,0,0,0,37,530330296015
1033,1500000US530330296021,"Block Group 1, Census Tract 296.02, King County, Washington",654,576,44,0,0,44,0,0,0,0,0,0,0,34,530330296021
1034,1500000US530330296022,"Block Group 2, Census Tract 296.02, King County, Washington",941,788,97,42,0,55,0,0,0,0,0,1,0,55,530330296022
1035,1500000US530330296023,"Block Group 3, Census Tract 296.02, King County, Washington",1872,1537,180,127,9,44,0,0,0,0,0,33,17,105,530330296023
1036,1500000US530330297001,"Block Group 1, Census Tract 297, King County, Washington",700,545,114,86,0,28,0,0,41,0,0,0,0,0,530330297001
1037,1500000US530330297002,"Block Group 2, Census Tract 297, King County, Washington",706,570,40,14,0,15,11,0,0,14,0,37,0,45,530330297002
1038,1500000US530330297003,"Block Group 3, Census Tract 297, King County, Washington",572,482,15,15,0,0,0,0,0,0,48,11,0,16,530330297003
1039,1500000US530330297004,"Block Group 4, Census Tract 297, King County, Washington",430,338,45,45,0,0,0,0,0,0,15,16,0,16,530330297004
1040,1500000US530330297005,"Block Group 5, Census Tract 297, King County, Washington",665,567,18,18,0,0,0,0,0,11,0,43,0,26,530330297005
1041,1500000US530330298011,"Block Group 1, Census Tract 298.01, King County, Washington",1078,803,51,0,0,51,0,0,0,0,0,0,181,43,530330298011
1042,1500000US530330298012,"Block Group 2, Census Tract 298.01, King County, Washington",939,780,73,73,0,0,0,0,0,0,18,0,0,68,530330298012
1043,1500000US530330298013,"Block Group 3, Census Tract 298.01, King County, Washington",990,896,66,54,0,0,12,0,0,0,0,0,0,28,530330298013
1044,1500000US530330298014,"Block Group 4, Census Tract 298.01, King County, Washington",851,664,139,114,0,0,25,0,0,0,15,0,20,13,530330298014
1045,1500000US530330298015,"Block Group 5, Census Tract 298.01, King County, Washington",1359,1245,35,35,0,0,0,0,0,0,0,17,0,62,530330298015
1046,1500000US530330298021,"Block Group 1, Census Tract 298.02, King County, Washington",220,207,13,13,0,0,0,0,0,0,0,0,0,0,530330298021
1047,1500000US530330298022,"Block Group 2, Census Tract 298.02, King County, Washington",582,457,37,37,0,0,0,0,0,0,0,12,0,76,530330298022
1048,1500000US530330298023,"Block Group 3, Census Tract 298.02, King County, Washington",1276,1022,239,239,0,0,0,0,0,0,0,0,0,15,530330298023
1049,1500000US530330298024,"Block Group 4, Census Tract 298.02, King County, Washington",404,389,0,0,0,0,0,0,0,0,0,0,0,15,530330298024
1050,1500000US530330298025,"Block Group 5, Census Tract 298.02, King County, Washington",735,527,87,27,0,60,0,0,0,0,0,0,0,121,530330298025
1051,1500000US530330298026,"Block Group 6, Census Tract 298.02, King County, Washington",1452,1271,99,63,0,36,0,0,0,0,0,0,0,82,530330298026
1052,1500000US530330299011,"Block Group 1, Census Tract 299.01, King County, Washington",909,791,77,77,0,0,0,0,0,0,0,10,24,7,530330299011
1053,1500000US530330299012,"Block Group 2, Census Tract 299.01, King County, Washington",601,514,29,29,0,0,0,0,0,12,0,0,0,46,530330299012
1054,1500000US530330299013,"Block Group 3, Census Tract 299.01, King County, Washington",759,540,130,88,42,0,0,0,0,0,0,0,0,89,530330299013
1055,1500000US530330299021,"Block Group 1, Census Tract 299.02, King County, Washington",679,549,35,29,0,6,0,0,0,0,0,0,0,95,530330299021
